Park	State	Area	Year	Month	Recreation Visitors	Total Visitors
Grand Teton NP	Wyoming	480 sq. miles	2001	Jun	421604	2535108
Grand Teton NP	Wyoming	480 sq. miles	2001	Jul	603133	2535108
Grand Teton NP	Wyoming	480 sq. miles	2001	Aug	546323	2535108
Grand Teton NP	Wyoming	480 sq. miles	2001	Sep	323038	2535108
Grand Teton NP	Wyoming	480 sq. miles	2001	Oct	136043	2535108
Grand Teton NP	Wyoming	480 sq. miles	2001	Nov	52701	2535108
Grand Teton NP	Wyoming	480 sq. miles	2001	Dec	46999	2535108
Grand Teton NP	Wyoming	480 sq. miles	2002	Jan	56314	2612629
Grand Teton NP	Wyoming	480 sq. miles	2002	Feb	56764	2612629
Grand Teton NP	Wyoming	480 sq. miles	2002	Mar	57923	2612629
Grand Teton NP	Wyoming	480 sq. miles	2002	Apr	47955	2612629
Grand Teton NP	Wyoming	480 sq. miles	2002	May	164065	2612629
Grand Teton NP	Wyoming	480 sq. miles	2002	Jun	458491	2612629
Grand Teton NP	Wyoming	480 sq. miles	2002	Jul	619451	2612629
Grand Teton NP	Wyoming	480 sq. miles	2002	Aug	549234	2612629
Grand Teton NP	Wyoming	480 sq. miles	2002	Sep	360557	2612629
Grand Teton NP	Wyoming	480 sq. miles	2002	Oct	122602	2612629
Grand Teton NP	Wyoming	480 sq. miles	2002	Nov	58652	2612629
Grand Teton NP	Wyoming	480 sq. miles	2002	Dec	60621	2612629
Grand Teton NP	Wyoming	480 sq. miles	2003	Jan	61043	2355693
Grand Teton NP	Wyoming	480 sq. miles	2003	Feb	57583	2355693
Grand Teton NP	Wyoming	480 sq. miles	2003	Mar	48717	2355693
Grand Teton NP	Wyoming	480 sq. miles	2003	Apr	64112	2355693
Grand Teton NP	Wyoming	480 sq. miles	2003	May	90174	2355693
Grand Teton NP	Wyoming	480 sq. miles	2003	Jun	480739	2355693
Grand Teton NP	Wyoming	480 sq. miles	2003	Jul	570488	2355693
Grand Teton NP	Wyoming	480 sq. miles	2003	Aug	550815	2355693
Grand Teton NP	Wyoming	480 sq. miles	2003	Sep	300997	2355693
Grand Teton NP	Wyoming	480 sq. miles	2003	Oct	44268	2355693
Grand Teton NP	Wyoming	480 sq. miles	2003	Nov	42495	2355693
Grand Teton NP	Wyoming	480 sq. miles	2003	Dec	44262	2355693
Grand Teton NP	Wyoming	480 sq. miles	2004	Jan	51294	2360373
Grand Teton NP	Wyoming	480 sq. miles	2004	Feb	36582	2360373
Grand Teton NP	Wyoming	480 sq. miles	2004	Mar	54733	2360373
Grand Teton NP	Wyoming	480 sq. miles	2004	Apr	52743	2360373
Grand Teton NP	Wyoming	480 sq. miles	2004	May	160692	2360373
Grand Teton NP	Wyoming	480 sq. miles	2004	Jun	463445	2360373
Grand Teton NP	Wyoming	480 sq. miles	2004	Jul	588627	2360373
Grand Teton NP	Wyoming	480 sq. miles	2004	Aug	405576	2360373
Grand Teton NP	Wyoming	480 sq. miles	2004	Sep	342945	2360373
Grand Teton NP	Wyoming	480 sq. miles	2004	Oct	117902	2360373
Grand Teton NP	Wyoming	480 sq. miles	2004	Nov	45877	2360373
Grand Teton NP	Wyoming	480 sq. miles	2004	Dec	39957	2360373
Grand Teton NP	Wyoming	480 sq. miles	2005	Jan	44727	2463442
Grand Teton NP	Wyoming	480 sq. miles	2005	Feb	43863	2463442
Grand Teton NP	Wyoming	480 sq. miles	2005	Mar	46293	2463442
Grand Teton NP	Wyoming	480 sq. miles	2005	Apr	47223	2463442
Grand Teton NP	Wyoming	480 sq. miles	2005	May	151793	2463442
Grand Teton NP	Wyoming	480 sq. miles	2005	Jun	430930	2463442
Grand Teton NP	Wyoming	480 sq. miles	2005	Jul	602298	2463442
Grand Teton NP	Wyoming	480 sq. miles	2005	Aug	544255	2463442
Grand Teton NP	Wyoming	480 sq. miles	2005	Sep	344390	2463442
Grand Teton NP	Wyoming	480 sq. miles	2005	Oct	135657	2463442
Grand Teton NP	Wyoming	480 sq. miles	2005	Nov	31528	2463442
Grand Teton NP	Wyoming	480 sq. miles	2005	Dec	40485	2463442
Grand Teton NP	Wyoming	480 sq. miles	2006	Jan	42429	2406476
Grand Teton NP	Wyoming	480 sq. miles	2006	Feb	47055	2406476
Grand Teton NP	Wyoming	480 sq. miles	2006	Mar	44281	2406476
Grand Teton NP	Wyoming	480 sq. miles	2006	Apr	43722	2406476
Grand Teton NP	Wyoming	480 sq. miles	2006	May	160378	2406476
Grand Teton NP	Wyoming	480 sq. miles	2006	Jun	427444	2406476
Grand Teton NP	Wyoming	480 sq. miles	2006	Jul	597484	2406476
Grand Teton NP	Wyoming	480 sq. miles	2006	Aug	497403	2406476
Grand Teton NP	Wyoming	480 sq. miles	2006	Sep	344329	2406476
Grand Teton NP	Wyoming	480 sq. miles	2006	Oct	121273	2406476
Grand Teton NP	Wyoming	480 sq. miles	2006	Nov	39656	2406476
Grand Teton NP	Wyoming	480 sq. miles	2006	Dec	41022	2406476
Grand Teton NP	Wyoming	480 sq. miles	2007	Jan	45940	2588574
Grand Teton NP	Wyoming	480 sq. miles	2007	Feb	43080	2588574
Grand Teton NP	Wyoming	480 sq. miles	2007	Mar	62337	2588574
Grand Teton NP	Wyoming	480 sq. miles	2007	Apr	49303	2588574
Grand Teton NP	Wyoming	480 sq. miles	2007	May	188612	2588574
Grand Teton NP	Wyoming	480 sq. miles	2007	Jun	454382	2588574
Grand Teton NP	Wyoming	480 sq. miles	2007	Jul	591627	2588574
Grand Teton NP	Wyoming	480 sq. miles	2007	Aug	540336	2588574
Grand Teton NP	Wyoming	480 sq. miles	2007	Sep	397285	2588574
Grand Teton NP	Wyoming	480 sq. miles	2007	Oct	126744	2588574
Grand Teton NP	Wyoming	480 sq. miles	2007	Nov	45122	2588574
Grand Teton NP	Wyoming	480 sq. miles	2007	Dec	43806	2588574
Grand Teton NP	Wyoming	480 sq. miles	2008	Jan	42940	2485987
Grand Teton NP	Wyoming	480 sq. miles	2008	Feb	43991	2485987
Grand Teton NP	Wyoming	480 sq. miles	2008	Mar	43724	2485987
Grand Teton NP	Wyoming	480 sq. miles	2008	Apr	39193	2485987
Grand Teton NP	Wyoming	480 sq. miles	2008	May	178458	2485987
Grand Teton NP	Wyoming	480 sq. miles	2008	Jun	452102	2485987
Grand Teton NP	Wyoming	480 sq. miles	2008	Jul	587324	2485987
Grand Teton NP	Wyoming	480 sq. miles	2008	Aug	527256	2485987
Grand Teton NP	Wyoming	480 sq. miles	2008	Sep	347239	2485987
Grand Teton NP	Wyoming	480 sq. miles	2008	Oct	142499	2485987
Grand Teton NP	Wyoming	480 sq. miles	2008	Nov	42483	2485987
Grand Teton NP	Wyoming	480 sq. miles	2008	Dec	38778	2485987
Grand Teton NP	Wyoming	480 sq. miles	2009	Jan	43659	2580081
Grand Teton NP	Wyoming	480 sq. miles	2009	Feb	43129	2580081
Grand Teton NP	Wyoming	480 sq. miles	2009	Mar	44492	2580081
Grand Teton NP	Wyoming	480 sq. miles	2009	Apr	48206	2580081
Grand Teton NP	Wyoming	480 sq. miles	2009	May	177624	2580081
Grand Teton NP	Wyoming	480 sq. miles	2009	Jun	435542	2580081
Grand Teton NP	Wyoming	480 sq. miles	2009	Jul	622045	2580081
Grand Teton NP	Wyoming	480 sq. miles	2009	Aug	568122	2580081
Grand Teton NP	Wyoming	480 sq. miles	2009	Sep	393873	2580081
Grand Teton NP	Wyoming	480 sq. miles	2009	Oct	124607	2580081
Grand Teton NP	Wyoming	480 sq. miles	2009	Nov	37574	2580081
Grand Teton NP	Wyoming	480 sq. miles	2009	Dec	41208	2580081
Grand Teton NP	Wyoming	480 sq. miles	2010	Jan	40509	2669374
Grand Teton NP	Wyoming	480 sq. miles	2010	Feb	40495	2669374
Grand Teton NP	Wyoming	480 sq. miles	2010	Mar	47742	2669374
Grand Teton NP	Wyoming	480 sq. miles	2010	Apr	47575	2669374
Grand Teton NP	Wyoming	480 sq. miles	2010	May	161320	2669374
Grand Teton NP	Wyoming	480 sq. miles	2010	Jun	450650	2669374
Grand Teton NP	Wyoming	480 sq. miles	2010	Jul	628355	2669374
Grand Teton NP	Wyoming	480 sq. miles	2010	Aug	598412	2669374
Grand Teton NP	Wyoming	480 sq. miles	2010	Sep	421830	2669374
Grand Teton NP	Wyoming	480 sq. miles	2010	Oct	149581	2669374
Grand Teton NP	Wyoming	480 sq. miles	2010	Nov	39805	2669374
Grand Teton NP	Wyoming	480 sq. miles	2010	Dec	43100	2669374
Grand Teton NP	Wyoming	480 sq. miles	2011	Jan	42986	2587437
Grand Teton NP	Wyoming	480 sq. miles	2011	Feb	39921	2587437
Grand Teton NP	Wyoming	480 sq. miles	2011	Mar	48213	2587437
Grand Teton NP	Wyoming	480 sq. miles	2011	Apr	41914	2587437
Grand Teton NP	Wyoming	480 sq. miles	2011	May	148425	2587437
Grand Teton NP	Wyoming	480 sq. miles	2011	Jun	436208	2587437
Grand Teton NP	Wyoming	480 sq. miles	2011	Jul	643386	2587437
Grand Teton NP	Wyoming	480 sq. miles	2011	Aug	568658	2587437
Grand Teton NP	Wyoming	480 sq. miles	2011	Sep	403649	2587437
Grand Teton NP	Wyoming	480 sq. miles	2011	Oct	141259	2587437
Grand Teton NP	Wyoming	480 sq. miles	2011	Nov	33293	2587437
Grand Teton NP	Wyoming	480 sq. miles	2011	Dec	39525	2587437
Grand Teton NP	Wyoming	480 sq. miles	2012	Jan	38762	2705256
Grand Teton NP	Wyoming	480 sq. miles	2012	Feb	31835	2705256
Grand Teton NP	Wyoming	480 sq. miles	2012	Mar	39138	2705256
Grand Teton NP	Wyoming	480 sq. miles	2012	Apr	48341	2705256
Grand Teton NP	Wyoming	480 sq. miles	2012	May	167848	2705256
Grand Teton NP	Wyoming	480 sq. miles	2012	Jun	484844	2705256
Grand Teton NP	Wyoming	480 sq. miles	2012	Jul	661613	2705256
Grand Teton NP	Wyoming	480 sq. miles	2012	Aug	585450	2705256
Grand Teton NP	Wyoming	480 sq. miles	2012	Sep	405477	2705256
Grand Teton NP	Wyoming	480 sq. miles	2012	Oct	165549	2705256
Grand Teton NP	Wyoming	480 sq. miles	2012	Nov	36114	2705256
Grand Teton NP	Wyoming	480 sq. miles	2012	Dec	40285	2705256
Grand Teton NP	Wyoming	480 sq. miles	2013	Jan	39871	2688794
Grand Teton NP	Wyoming	480 sq. miles	2013	Feb	40742	2688794
Grand Teton NP	Wyoming	480 sq. miles	2013	Mar	47414	2688794
Grand Teton NP	Wyoming	480 sq. miles	2013	Apr	45027	2688794
Grand Teton NP	Wyoming	480 sq. miles	2013	May	189663	2688794
Grand Teton NP	Wyoming	480 sq. miles	2013	Jun	509389	2688794
Grand Teton NP	Wyoming	480 sq. miles	2013	Jul	642862	2688794
Grand Teton NP	Wyoming	480 sq. miles	2013	Aug	609953	2688794
Grand Teton NP	Wyoming	480 sq. miles	2013	Sep	420542	2688794
Grand Teton NP	Wyoming	480 sq. miles	2013	Oct	68984	2688794
Grand Teton NP	Wyoming	480 sq. miles	2013	Nov	36686	2688794
Grand Teton NP	Wyoming	480 sq. miles	2013	Dec	37661	2688794
Grand Teton NP	Wyoming	480 sq. miles	2014	Jan	44783	2791392
Grand Teton NP	Wyoming	480 sq. miles	2014	Feb	38951	2791392
Grand Teton NP	Wyoming	480 sq. miles	2014	Mar	47711	2791392
Grand Teton NP	Wyoming	480 sq. miles	2014	Apr	45867	2791392
Grand Teton NP	Wyoming	480 sq. miles	2014	May	199161	2791392
Grand Teton NP	Wyoming	480 sq. miles	2014	Jun	515625	2791392
Grand Teton NP	Wyoming	480 sq. miles	2014	Jul	686200	2791392
Grand Teton NP	Wyoming	480 sq. miles	2014	Aug	614995	2791392
Grand Teton NP	Wyoming	480 sq. miles	2014	Sep	372054	2791392
Grand Teton NP	Wyoming	480 sq. miles	2014	Oct	148281	2791392
Grand Teton NP	Wyoming	480 sq. miles	2014	Nov	37388	2791392
Grand Teton NP	Wyoming	480 sq. miles	2014	Dec	40376	2791392
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1995	Jan	264477	9080420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1995	Feb	277224	9080420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1995	Mar	445804	9080420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1995	Apr	678827	9080420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1995	May	691175	9080420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1995	Jun	1165049	9080420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1995	Jul	1351579	9080420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1995	Aug	1171837	9080420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1995	Sep	953804	9080420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1995	Oct	1070437	9080420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1995	Nov	532510	9080420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1995	Dec	477697	9080420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1996	Jan	230199	9265667
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1996	Feb	380652	9265667
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1996	Mar	387653	9265667
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1996	Apr	651175	9265667
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1996	May	774385	9265667
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1996	Jun	1137719	9265667
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1996	Jul	1394781	9265667
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1996	Aug	1156114	9265667
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1996	Sep	970447	9265667
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1996	Oct	1182349	9265667
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1996	Nov	552780	9265667
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1996	Dec	447413	9265667
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1997	Jan	238794	9965075
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1997	Feb	338695	9965075
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1997	Mar	483391	9965075
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1997	Apr	652729	9965075
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1997	May	764021	9965075
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1997	Jun	1091996	9965075
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1997	Jul	1743996	9965075
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1997	Aug	1362372	9965075
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1997	Sep	1029761	9965075
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1997	Oct	1181685	9965075
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1997	Nov	624029	9965075
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1997	Dec	453606	9965075
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1998	Jan	263020	9989395
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1998	Feb	325269	9989395
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1998	Mar	472838	9989395
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1998	Apr	696321	9989395
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1998	May	847434	9989395
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1998	Jun	1145571	9989395
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1998	Jul	1672297	9989395
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1998	Aug	1184421	9989395
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1998	Sep	1047938	9989395
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1998	Oct	1179433	9989395
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1998	Nov	729487	9989395
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1998	Dec	425366	9989395
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1999	Jan	302467	10283598
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1999	Feb	352912	10283598
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1999	Mar	454227	10283598
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1999	Apr	745755	10283598
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1999	May	877679	10283598
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1999	Jun	1250890	10283598
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1999	Jul	1674267	10283598
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1999	Aug	1206176	10283598
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1999	Sep	1081556	10283598
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1999	Oct	1136547	10283598
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1999	Nov	741325	10283598
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	1999	Dec	459797	10283598
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2000	Jan	311269	10175812
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2000	Feb	443683	10175812
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2000	Mar	525438	10175812
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2000	Apr	725456	10175812
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2000	May	847421	10175812
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2000	Jun	1167097	10175812
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2000	Jul	1703605	10175812
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2000	Aug	1147933	10175812
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2000	Sep	1009287	10175812
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2000	Oct	1208590	10175812
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2000	Nov	668947	10175812
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2000	Dec	417086	10175812
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2001	Jan	297855	9197697
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2001	Feb	362356	9197697
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2001	Mar	467539	9197697
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2001	Apr	706543	9197697
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2001	May	758423	9197697
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2001	Jun	1085811	9197697
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2001	Jul	1373170	9197697
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2001	Aug	1121119	9197697
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2001	Sep	989884	9197697
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2001	Oct	1095602	9197697
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2001	Nov	595586	9197697
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2001	Dec	343809	9197697
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2002	Jan	287352	9316420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2002	Feb	350391	9316420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2002	Mar	522266	9316420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2002	Apr	674470	9316420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2002	May	789882	9316420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2002	Jun	1159339	9316420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2002	Jul	1359477	9316420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2002	Aug	1090431	9316420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2002	Sep	947207	9316420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2002	Oct	1104852	9316420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2002	Nov	676504	9316420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2002	Dec	354249	9316420
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2003	Jan	305430	9366845
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2003	Feb	332223	9366845
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2003	Mar	533896	9366845
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2003	Apr	701080	9366845
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2003	May	780366	9366845
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2003	Jun	1156774	9366845
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2003	Jul	1326666	9366845
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2003	Aug	1109676	9366845
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2003	Sep	807827	9366845
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2003	Oct	1239051	9366845
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2003	Nov	658929	9366845
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2003	Dec	414927	9366845
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2004	Jan	307017	9167046
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2004	Feb	336212	9167046
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2004	Mar	506804	9167046
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2004	Apr	675350	9167046
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2004	May	774049	9167046
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2004	Jun	1076888	9167046
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2004	Jul	1355683	9167046
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2004	Aug	1002046	9167046
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2004	Sep	876758	9167046
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2004	Oct	1158267	9167046
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2004	Nov	630539	9167046
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2004	Dec	467433	9167046
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2005	Jan	345009	9192477
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2005	Feb	347144	9192477
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2005	Mar	524650	9192477
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2005	Apr	652265	9192477
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2005	May	767056	9192477
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2005	Jun	1124130	9192477
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2005	Jul	1333994	9192477
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2005	Aug	997352	9192477
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2005	Sep	854342	9192477
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2005	Oct	1054311	9192477
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2005	Nov	721684	9192477
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2005	Dec	470540	9192477
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2006	Jan	363998	9289215
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2006	Feb	332912	9289215
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2006	Mar	557555	9289215
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2006	Apr	725298	9289215
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2006	May	732978	9289215
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2006	Jun	1113186	9289215
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2006	Jul	1280865	9289215
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2006	Aug	920331	9289215
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2006	Sep	928487	9289215
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2006	Oct	1128927	9289215
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2006	Nov	702589	9289215
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2006	Dec	502089	9289215
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2007	Jan	350818	9372253
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2007	Feb	342540	9372253
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2007	Mar	564878	9372253
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2007	Apr	701353	9372253
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2007	May	810438	9372253
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2007	Jun	1116371	9372253
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2007	Jul	1313210	9372253
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2007	Aug	1011693	9372253
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2007	Sep	951432	9372253
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2007	Oct	1092798	9372253
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2007	Nov	677203	9372253
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2007	Dec	439519	9372253
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2008	Jan	322865	9044010
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2008	Feb	340558	9044010
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2008	Mar	553078	9044010
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2008	Apr	628593	9044010
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2008	May	783847	9044010
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2008	Jun	1063589	9044010
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2008	Jul	1257396	9044010
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2008	Aug	1049206	9044010
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2008	Sep	819816	9044010
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2008	Oct	1096711	9044010
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2008	Nov	652023	9044010
Great Smoky Mountains NP	North Carolina, Tennessee	816 sq. miles	2008	Dec	476328	9044010
