Park	State	Area	Year	Month	Recreation Visitors	Total Visitors
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	Nov	11537	3513484
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	Dec	18340	3513484
Yosemite NP	California	1169 sq. miles	1995	Jan	123844	3958406
Yosemite NP	California	1169 sq. miles	1995	Feb	151102	3958406
Yosemite NP	California	1169 sq. miles	1995	Mar	124710	3958406
Yosemite NP	California	1169 sq. miles	1995	Apr	250592	3958406
Yosemite NP	California	1169 sq. miles	1995	May	279575	3958406
Yosemite NP	California	1169 sq. miles	1995	Jun	449511	3958406
Yosemite NP	California	1169 sq. miles	1995	Jul	663052	3958406
Yosemite NP	California	1169 sq. miles	1995	Aug	656064	3958406
Yosemite NP	California	1169 sq. miles	1995	Sep	551886	3958406
Yosemite NP	California	1169 sq. miles	1995	Oct	409319	3958406
Yosemite NP	California	1169 sq. miles	1995	Nov	210295	3958406
Yosemite NP	California	1169 sq. miles	1995	Dec	88456	3958406
Yosemite NP	California	1169 sq. miles	1996	Jan	104086	4046207
Yosemite NP	California	1169 sq. miles	1996	Feb	135115	4046207
Yosemite NP	California	1169 sq. miles	1996	Mar	180709	4046207
Yosemite NP	California	1169 sq. miles	1996	Apr	253532	4046207
Yosemite NP	California	1169 sq. miles	1996	May	347364	4046207
Yosemite NP	California	1169 sq. miles	1996	Jun	527284	4046207
Yosemite NP	California	1169 sq. miles	1996	Jul	622855	4046207
Yosemite NP	California	1169 sq. miles	1996	Aug	679862	4046207
Yosemite NP	California	1169 sq. miles	1996	Sep	517934	4046207
Yosemite NP	California	1169 sq. miles	1996	Oct	365313	4046207
Yosemite NP	California	1169 sq. miles	1996	Nov	172037	4046207
Yosemite NP	California	1169 sq. miles	1996	Dec	140116	4046207
Yosemite NP	California	1169 sq. miles	1997	Jan	12520	3669970
Yosemite NP	California	1169 sq. miles	1997	Feb	64201	3669970
Yosemite NP	California	1169 sq. miles	1997	Mar	136476	3669970
Yosemite NP	California	1169 sq. miles	1997	Apr	200212	3669970
Yosemite NP	California	1169 sq. miles	1997	May	319108	3669970
Yosemite NP	California	1169 sq. miles	1997	Jun	460459	3669970
Yosemite NP	California	1169 sq. miles	1997	Jul	595059	3669970
Yosemite NP	California	1169 sq. miles	1997	Aug	697060	3669970
Yosemite NP	California	1169 sq. miles	1997	Sep	516567	3669970
Yosemite NP	California	1169 sq. miles	1997	Oct	372171	3669970
Yosemite NP	California	1169 sq. miles	1997	Nov	168533	3669970
Yosemite NP	California	1169 sq. miles	1997	Dec	127604	3669970
Yosemite NP	California	1169 sq. miles	1998	Jan	114143	3657132
Yosemite NP	California	1169 sq. miles	1998	Feb	109163	3657132
Yosemite NP	California	1169 sq. miles	1998	Mar	157257	3657132
Yosemite NP	California	1169 sq. miles	1998	Apr	231495	3657132
Yosemite NP	California	1169 sq. miles	1998	May	307331	3657132
Yosemite NP	California	1169 sq. miles	1998	Jun	345916	3657132
Yosemite NP	California	1169 sq. miles	1998	Jul	603790	3657132
Yosemite NP	California	1169 sq. miles	1998	Aug	672966	3657132
Yosemite NP	California	1169 sq. miles	1998	Sep	480941	3657132
Yosemite NP	California	1169 sq. miles	1998	Oct	384428	3657132
Yosemite NP	California	1169 sq. miles	1998	Nov	142002	3657132
Yosemite NP	California	1169 sq. miles	1998	Dec	107700	3657132
Yosemite NP	California	1169 sq. miles	1999	Jan	100857	3493607
Yosemite NP	California	1169 sq. miles	1999	Feb	102345	3493607
Yosemite NP	California	1169 sq. miles	1999	Mar	136795	3493607
Yosemite NP	California	1169 sq. miles	1999	Apr	169517	3493607
Yosemite NP	California	1169 sq. miles	1999	May	335374	3493607
Yosemite NP	California	1169 sq. miles	1999	Jun	448560	3493607
Yosemite NP	California	1169 sq. miles	1999	Jul	558114	3493607
Yosemite NP	California	1169 sq. miles	1999	Aug	625405	3493607
Yosemite NP	California	1169 sq. miles	1999	Sep	433178	3493607
Yosemite NP	California	1169 sq. miles	1999	Oct	330334	3493607
Yosemite NP	California	1169 sq. miles	1999	Nov	150843	3493607
Yosemite NP	California	1169 sq. miles	1999	Dec	102285	3493607
Yosemite NP	California	1169 sq. miles	2000	Jan	93633	3400903
Yosemite NP	California	1169 sq. miles	2000	Feb	103444	3400903
Yosemite NP	California	1169 sq. miles	2000	Mar	136523	3400903
Yosemite NP	California	1169 sq. miles	2000	Apr	216087	3400903
Yosemite NP	California	1169 sq. miles	2000	May	317009	3400903
Yosemite NP	California	1169 sq. miles	2000	Jun	454638	3400903
Yosemite NP	California	1169 sq. miles	2000	Jul	548440	3400903
Yosemite NP	California	1169 sq. miles	2000	Aug	546981	3400903
Yosemite NP	California	1169 sq. miles	2000	Sep	388707	3400903
Yosemite NP	California	1169 sq. miles	2000	Oct	324484	3400903
Yosemite NP	California	1169 sq. miles	2000	Nov	144958	3400903
Yosemite NP	California	1169 sq. miles	2000	Dec	125999	3400903
Yosemite NP	California	1169 sq. miles	2001	Jan	102455	3368731
Yosemite NP	California	1169 sq. miles	2001	Feb	101897	3368731
Yosemite NP	California	1169 sq. miles	2001	Mar	142141	3368731
Yosemite NP	California	1169 sq. miles	2001	Apr	192936	3368731
Yosemite NP	California	1169 sq. miles	2001	May	315897	3368731
Yosemite NP	California	1169 sq. miles	2001	Jun	434014	3368731
Yosemite NP	California	1169 sq. miles	2001	Jul	528849	3368731
Yosemite NP	California	1169 sq. miles	2001	Aug	591196	3368731
Yosemite NP	California	1169 sq. miles	2001	Sep	448519	3368731
Yosemite NP	California	1169 sq. miles	2001	Oct	264465	3368731
Yosemite NP	California	1169 sq. miles	2001	Nov	137876	3368731
Yosemite NP	California	1169 sq. miles	2001	Dec	108486	3368731
Yosemite NP	California	1169 sq. miles	2002	Jan	108906	3361867
Yosemite NP	California	1169 sq. miles	2002	Feb	113695	3361867
Yosemite NP	California	1169 sq. miles	2002	Mar	141766	3361867
Yosemite NP	California	1169 sq. miles	2002	Apr	186682	3361867
Yosemite NP	California	1169 sq. miles	2002	May	295511	3361867
Yosemite NP	California	1169 sq. miles	2002	Jun	436862	3361867
Yosemite NP	California	1169 sq. miles	2002	Jul	513789	3361867
Yosemite NP	California	1169 sq. miles	2002	Aug	570914	3361867
Yosemite NP	California	1169 sq. miles	2002	Sep	426684	3361867
Yosemite NP	California	1169 sq. miles	2002	Oct	300919	3361867
Yosemite NP	California	1169 sq. miles	2002	Nov	149828	3361867
Yosemite NP	California	1169 sq. miles	2002	Dec	116311	3361867
Yosemite NP	California	1169 sq. miles	2003	Jan	116984	3378664
Yosemite NP	California	1169 sq. miles	2003	Feb	111506	3378664
Yosemite NP	California	1169 sq. miles	2003	Mar	137550	3378664
Yosemite NP	California	1169 sq. miles	2003	Apr	174337	3378664
Yosemite NP	California	1169 sq. miles	2003	May	280335	3378664
Yosemite NP	California	1169 sq. miles	2003	Jun	445887	3378664
Yosemite NP	California	1169 sq. miles	2003	Jul	536683	3378664
Yosemite NP	California	1169 sq. miles	2003	Aug	604093	3378664
Yosemite NP	California	1169 sq. miles	2003	Sep	405605	3378664
Yosemite NP	California	1169 sq. miles	2003	Oct	316366	3378664
Yosemite NP	California	1169 sq. miles	2003	Nov	136390	3378664
Yosemite NP	California	1169 sq. miles	2003	Dec	112928	3378664
Yosemite NP	California	1169 sq. miles	2004	Jan	100020	3280911
Yosemite NP	California	1169 sq. miles	2004	Feb	106258	3280911
Yosemite NP	California	1169 sq. miles	2004	Mar	146876	3280911
Yosemite NP	California	1169 sq. miles	2004	Apr	228212	3280911
Yosemite NP	California	1169 sq. miles	2004	May	326017	3280911
Yosemite NP	California	1169 sq. miles	2004	Jun	449566	3280911
Yosemite NP	California	1169 sq. miles	2004	Jul	531864	3280911
Yosemite NP	California	1169 sq. miles	2004	Aug	508094	3280911
Yosemite NP	California	1169 sq. miles	2004	Sep	393437	3280911
Yosemite NP	California	1169 sq. miles	2004	Oct	272200	3280911
Yosemite NP	California	1169 sq. miles	2004	Nov	121622	3280911
Yosemite NP	California	1169 sq. miles	2004	Dec	96745	3280911
Yosemite NP	California	1169 sq. miles	2005	Jan	91238	3304144
Yosemite NP	California	1169 sq. miles	2005	Feb	103756	3304144
Yosemite NP	California	1169 sq. miles	2005	Mar	143335	3304144
Yosemite NP	California	1169 sq. miles	2005	Apr	195385	3304144
Yosemite NP	California	1169 sq. miles	2005	May	304552	3304144
Yosemite NP	California	1169 sq. miles	2005	Jun	413124	3304144
Yosemite NP	California	1169 sq. miles	2005	Jul	554567	3304144
Yosemite NP	California	1169 sq. miles	2005	Aug	485643	3304144
Yosemite NP	California	1169 sq. miles	2005	Sep	430134	3304144
Yosemite NP	California	1169 sq. miles	2005	Oct	318508	3304144
Yosemite NP	California	1169 sq. miles	2005	Nov	152671	3304144
Yosemite NP	California	1169 sq. miles	2005	Dec	111231	3304144
Yosemite NP	California	1169 sq. miles	2006	Jan	104591	3242644
Yosemite NP	California	1169 sq. miles	2006	Feb	101194	3242644
Yosemite NP	California	1169 sq. miles	2006	Mar	125556	3242644
Yosemite NP	California	1169 sq. miles	2006	Apr	189472	3242644
Yosemite NP	California	1169 sq. miles	2006	May	309387	3242644
Yosemite NP	California	1169 sq. miles	2006	Jun	382972	3242644
Yosemite NP	California	1169 sq. miles	2006	Jul	510932	3242644
Yosemite NP	California	1169 sq. miles	2006	Aug	528254	3242644
Yosemite NP	California	1169 sq. miles	2006	Sep	421502	3242644
Yosemite NP	California	1169 sq. miles	2006	Oct	298771	3242644
Yosemite NP	California	1169 sq. miles	2006	Nov	165499	3242644
Yosemite NP	California	1169 sq. miles	2006	Dec	104514	3242644
Yosemite NP	California	1169 sq. miles	2007	Jan	99892	3503428
Yosemite NP	California	1169 sq. miles	2007	Feb	100941	3503428
Yosemite NP	California	1169 sq. miles	2007	Mar	135925	3503428
Yosemite NP	California	1169 sq. miles	2007	Apr	219854	3503428
Yosemite NP	California	1169 sq. miles	2007	May	374184	3503428
Yosemite NP	California	1169 sq. miles	2007	Jun	466054	3503428
Yosemite NP	California	1169 sq. miles	2007	Jul	543235	3503428
Yosemite NP	California	1169 sq. miles	2007	Aug	550172	3503428
Yosemite NP	California	1169 sq. miles	2007	Sep	417882	3503428
Yosemite NP	California	1169 sq. miles	2007	Oct	298122	3503428
Yosemite NP	California	1169 sq. miles	2007	Nov	178846	3503428
Yosemite NP	California	1169 sq. miles	2007	Dec	118321	3503428
Yosemite NP	California	1169 sq. miles	2008	Jan	95124	3431514
Yosemite NP	California	1169 sq. miles	2008	Feb	107729	3431514
Yosemite NP	California	1169 sq. miles	2008	Mar	153735	3431514
Yosemite NP	California	1169 sq. miles	2008	Apr	199592	3431514
Yosemite NP	California	1169 sq. miles	2008	May	361193	3431514
Yosemite NP	California	1169 sq. miles	2008	Jun	473186	3431514
Yosemite NP	California	1169 sq. miles	2008	Jul	539874	3431514
Yosemite NP	California	1169 sq. miles	2008	Aug	543799	3431514
Yosemite NP	California	1169 sq. miles	2008	Sep	416918	3431514
Yosemite NP	California	1169 sq. miles	2008	Oct	295547	3431514
Yosemite NP	California	1169 sq. miles	2008	Nov	146838	3431514
Yosemite NP	California	1169 sq. miles	2008	Dec	97979	3431514
Yosemite NP	California	1169 sq. miles	2009	Jan	101984	3737472
Yosemite NP	California	1169 sq. miles	2009	Feb	78795	3737472
Yosemite NP	California	1169 sq. miles	2009	Mar	132711	3737472
Yosemite NP	California	1169 sq. miles	2009	Apr	230828	3737472
Yosemite NP	California	1169 sq. miles	2009	May	399683	3737472
Yosemite NP	California	1169 sq. miles	2009	Jun	483382	3737472
Yosemite NP	California	1169 sq. miles	2009	Jul	586591	3737472
Yosemite NP	California	1169 sq. miles	2009	Aug	643300	3737472
Yosemite NP	California	1169 sq. miles	2009	Sep	471530	3737472
Yosemite NP	California	1169 sq. miles	2009	Oct	346826	3737472
Yosemite NP	California	1169 sq. miles	2009	Nov	151297	3737472
Yosemite NP	California	1169 sq. miles	2009	Dec	110545	3737472
Yosemite NP	California	1169 sq. miles	2010	Jan	96089	3901408
Yosemite NP	California	1169 sq. miles	2010	Feb	100379	3901408
Yosemite NP	California	1169 sq. miles	2010	Mar	149651	3901408
Yosemite NP	California	1169 sq. miles	2010	Apr	224461	3901408
Yosemite NP	California	1169 sq. miles	2010	May	382414	3901408
Yosemite NP	California	1169 sq. miles	2010	Jun	521059	3901408
Yosemite NP	California	1169 sq. miles	2010	Jul	643566	3901408
Yosemite NP	California	1169 sq. miles	2010	Aug	659857	3901408
Yosemite NP	California	1169 sq. miles	2010	Sep	520210	3901408
Yosemite NP	California	1169 sq. miles	2010	Oct	356370	3901408
Yosemite NP	California	1169 sq. miles	2010	Nov	148459	3901408
Yosemite NP	California	1169 sq. miles	2010	Dec	98893	3901408
Yosemite NP	California	1169 sq. miles	2011	Jan	100718	3951393
Yosemite NP	California	1169 sq. miles	2011	Feb	93588	3951393
Yosemite NP	California	1169 sq. miles	2011	Mar	100433	3951393
Yosemite NP	California	1169 sq. miles	2011	Apr	231372	3951393
Yosemite NP	California	1169 sq. miles	2011	May	356588	3951393
Yosemite NP	California	1169 sq. miles	2011	Jun	503741	3951393
Yosemite NP	California	1169 sq. miles	2011	Jul	704553	3951393
Yosemite NP	California	1169 sq. miles	2011	Aug	699749	3951393
Yosemite NP	California	1169 sq. miles	2011	Sep	533502	3951393
Yosemite NP	California	1169 sq. miles	2011	Oct	360449	3951393
Yosemite NP	California	1169 sq. miles	2011	Nov	139079	3951393
Yosemite NP	California	1169 sq. miles	2011	Dec	127621	3951393
Yosemite NP	California	1169 sq. miles	2012	Jan	120496	3853404
Yosemite NP	California	1169 sq. miles	2012	Feb	113341	3853404
Yosemite NP	California	1169 sq. miles	2012	Mar	136687	3853404
Yosemite NP	California	1169 sq. miles	2012	Apr	243102	3853404
Yosemite NP	California	1169 sq. miles	2012	May	356500	3853404
Yosemite NP	California	1169 sq. miles	2012	Jun	528186	3853404
Yosemite NP	California	1169 sq. miles	2012	Jul	623101	3853404
Yosemite NP	California	1169 sq. miles	2012	Aug	660118	3853404
Yosemite NP	California	1169 sq. miles	2012	Sep	482004	3853404
Yosemite NP	California	1169 sq. miles	2012	Oct	322687	3853404
Yosemite NP	California	1169 sq. miles	2012	Nov	141868	3853404
Yosemite NP	California	1169 sq. miles	2012	Dec	125314	3853404
Yosemite NP	California	1169 sq. miles	2013	Jan	103910	3691191
Yosemite NP	California	1169 sq. miles	2013	Feb	114440	3691191
Yosemite NP	California	1169 sq. miles	2013	Mar	165409	3691191
Yosemite NP	California	1169 sq. miles	2013	Apr	231178	3691191
Yosemite NP	California	1169 sq. miles	2013	May	370422	3691191
Yosemite NP	California	1169 sq. miles	2013	Jun	508941	3691191
Yosemite NP	California	1169 sq. miles	2013	Jul	611538	3691191
Yosemite NP	California	1169 sq. miles	2013	Aug	552137	3691191
Yosemite NP	California	1169 sq. miles	2013	Sep	460855	3691191
Yosemite NP	California	1169 sq. miles	2013	Oct	279526	3691191
Yosemite NP	California	1169 sq. miles	2013	Nov	161356	3691191
Yosemite NP	California	1169 sq. miles	2013	Dec	131479	3691191
Yosemite NP	California	1169 sq. miles	2014	Jan	112133	3882642
Yosemite NP	California	1169 sq. miles	2014	Feb	113403	3882642
Yosemite NP	California	1169 sq. miles	2014	Mar	146750	3882642
Yosemite NP	California	1169 sq. miles	2014	Apr	242722	3882642
Yosemite NP	California	1169 sq. miles	2014	May	333308	3882642
Yosemite NP	California	1169 sq. miles	2014	Jun	496363	3882642
Yosemite NP	California	1169 sq. miles	2014	Jul	623663	3882642
Yosemite NP	California	1169 sq. miles	2014	Aug	654157	3882642
Yosemite NP	California	1169 sq. miles	2014	Sep	467205	3882642
Yosemite NP	California	1169 sq. miles	2014	Oct	354769	3882642
Yosemite NP	California	1169 sq. miles	2014	Nov	203678	3882642
Yosemite NP	California	1169 sq. miles	2014	Dec	134491	3882642
Zion NP	Utah	147 sq. miles	1995	Jan	60215	2430162
Zion NP	Utah	147 sq. miles	1995	Feb	70317	2430162
Zion NP	Utah	147 sq. miles	1995	Mar	119841	2430162
Zion NP	Utah	147 sq. miles	1995	Apr	189511	2430162
Zion NP	Utah	147 sq. miles	1995	May	202000	2430162
Zion NP	Utah	147 sq. miles	1995	Jun	337268	2430162
Zion NP	Utah	147 sq. miles	1995	Jul	363645	2430162
Zion NP	Utah	147 sq. miles	1995	Aug	377107	2430162
Zion NP	Utah	147 sq. miles	1995	Sep	312443	2430162
Zion NP	Utah	147 sq. miles	1995	Oct	224457	2430162
Zion NP	Utah	147 sq. miles	1995	Nov	119920	2430162
Zion NP	Utah	147 sq. miles	1995	Dec	53438	2430162
Zion NP	Utah	147 sq. miles	1996	Jan	58277	2498001
Zion NP	Utah	147 sq. miles	1996	Feb	70136	2498001
Zion NP	Utah	147 sq. miles	1996	Mar	126044	2498001
Zion NP	Utah	147 sq. miles	1996	Apr	237607	2498001
Zion NP	Utah	147 sq. miles	1996	May	238705	2498001
Zion NP	Utah	147 sq. miles	1996	Jun	339727	2498001
Zion NP	Utah	147 sq. miles	1996	Jul	340812	2498001
Zion NP	Utah	147 sq. miles	1996	Aug	372426	2498001
Zion NP	Utah	147 sq. miles	1996	Sep	310840	2498001
Zion NP	Utah	147 sq. miles	1996	Oct	239701	2498001
Zion NP	Utah	147 sq. miles	1996	Nov	102777	2498001
Zion NP	Utah	147 sq. miles	1996	Dec	60949	2498001
Zion NP	Utah	147 sq. miles	1997	Jan	65244	2445534
Zion NP	Utah	147 sq. miles	1997	Feb	68431	2445534
Zion NP	Utah	147 sq. miles	1997	Mar	128143	2445534
Zion NP	Utah	147 sq. miles	1997	Apr	230390	2445534
Zion NP	Utah	147 sq. miles	1997	May	226370	2445534
Zion NP	Utah	147 sq. miles	1997	Jun	326154	2445534
Zion NP	Utah	147 sq. miles	1997	Jul	333883	2445534
Zion NP	Utah	147 sq. miles	1997	Aug	367010	2445534
Zion NP	Utah	147 sq. miles	1997	Sep	304847	2445534
Zion NP	Utah	147 sq. miles	1997	Oct	230274	2445534
Zion NP	Utah	147 sq. miles	1997	Nov	104605	2445534
Zion NP	Utah	147 sq. miles	1997	Dec	60183	2445534
Zion NP	Utah	147 sq. miles	1998	Jan	70167	2370048
Zion NP	Utah	147 sq. miles	1998	Feb	62429	2370048
Zion NP	Utah	147 sq. miles	1998	Mar	112119	2370048
Zion NP	Utah	147 sq. miles	1998	Apr	201553	2370048
Zion NP	Utah	147 sq. miles	1998	May	230959	2370048
Zion NP	Utah	147 sq. miles	1998	Jun	325129	2370048
Zion NP	Utah	147 sq. miles	1998	Jul	318876	2370048
Zion NP	Utah	147 sq. miles	1998	Aug	359490	2370048
Zion NP	Utah	147 sq. miles	1998	Sep	284343	2370048
Zion NP	Utah	147 sq. miles	1998	Oct	229844	2370048
Zion NP	Utah	147 sq. miles	1998	Nov	112117	2370048
Zion NP	Utah	147 sq. miles	1998	Dec	63022	2370048
Zion NP	Utah	147 sq. miles	1999	Jan	73220	2449664
Zion NP	Utah	147 sq. miles	1999	Feb	69337	2449664
Zion NP	Utah	147 sq. miles	1999	Mar	122668	2449664
Zion NP	Utah	147 sq. miles	1999	Apr	218059	2449664
Zion NP	Utah	147 sq. miles	1999	May	218639	2449664
Zion NP	Utah	147 sq. miles	1999	Jun	298448	2449664
Zion NP	Utah	147 sq. miles	1999	Jul	335012	2449664
Zion NP	Utah	147 sq. miles	1999	Aug	373744	2449664
Zion NP	Utah	147 sq. miles	1999	Sep	309215	2449664
Zion NP	Utah	147 sq. miles	1999	Oct	237279	2449664
Zion NP	Utah	147 sq. miles	1999	Nov	124086	2449664
Zion NP	Utah	147 sq. miles	1999	Dec	69957	2449664
Zion NP	Utah	147 sq. miles	2000	Jan	80141	2432348
Zion NP	Utah	147 sq. miles	2000	Feb	73390	2432348
Zion NP	Utah	147 sq. miles	2000	Mar	126843	2432348
Zion NP	Utah	147 sq. miles	2000	Apr	220905	2432348
Zion NP	Utah	147 sq. miles	2000	May	239579	2432348
Zion NP	Utah	147 sq. miles	2000	Jun	341054	2432348
Zion NP	Utah	147 sq. miles	2000	Jul	341050	2432348
Zion NP	Utah	147 sq. miles	2000	Aug	331474	2432348
Zion NP	Utah	147 sq. miles	2000	Sep	289827	2432348
Zion NP	Utah	147 sq. miles	2000	Oct	232685	2432348
Zion NP	Utah	147 sq. miles	2000	Nov	105733	2432348
Zion NP	Utah	147 sq. miles	2000	Dec	49667	2432348
Zion NP	Utah	147 sq. miles	2001	Jan	61795	2217779
Zion NP	Utah	147 sq. miles	2001	Feb	53960	2217779
Zion NP	Utah	147 sq. miles	2001	Mar	95231	2217779
Zion NP	Utah	147 sq. miles	2001	Apr	207864	2217779
Zion NP	Utah	147 sq. miles	2001	May	210707	2217779
Zion NP	Utah	147 sq. miles	2001	Jun	323759	2217779
Zion NP	Utah	147 sq. miles	2001	Jul	321920	2217779
Zion NP	Utah	147 sq. miles	2001	Aug	344531	2217779
Zion NP	Utah	147 sq. miles	2001	Sep	261476	2217779
Zion NP	Utah	147 sq. miles	2001	Oct	179932	2217779
Zion NP	Utah	147 sq. miles	2001	Nov	105821	2217779
Zion NP	Utah	147 sq. miles	2001	Dec	50783	2217779
Zion NP	Utah	147 sq. miles	2002	Jan	55866	2592545
Zion NP	Utah	147 sq. miles	2002	Feb	66575	2592545
Zion NP	Utah	147 sq. miles	2002	Mar	158518	2592545
Zion NP	Utah	147 sq. miles	2002	Apr	279225	2592545
Zion NP	Utah	147 sq. miles	2002	May	301163	2592545
Zion NP	Utah	147 sq. miles	2002	Jun	329355	2592545
Zion NP	Utah	147 sq. miles	2002	Jul	347541	2592545
Zion NP	Utah	147 sq. miles	2002	Aug	322920	2592545
Zion NP	Utah	147 sq. miles	2002	Sep	312931	2592545
Zion NP	Utah	147 sq. miles	2002	Oct	229989	2592545
Zion NP	Utah	147 sq. miles	2002	Nov	112489	2592545
Zion NP	Utah	147 sq. miles	2002	Dec	75973	2592545
Zion NP	Utah	147 sq. miles	2003	Jan	71233	2458792
Zion NP	Utah	147 sq. miles	2003	Feb	72781	2458792
Zion NP	Utah	147 sq. miles	2003	Mar	143284	2458792
Zion NP	Utah	147 sq. miles	2003	Apr	244910	2458792
Zion NP	Utah	147 sq. miles	2003	May	304556	2458792
Zion NP	Utah	147 sq. miles	2003	Jun	308634	2458792
Zion NP	Utah	147 sq. miles	2003	Jul	294996	2458792
Zion NP	Utah	147 sq. miles	2003	Aug	312162	2458792
Zion NP	Utah	147 sq. miles	2003	Sep	280970	2458792
Zion NP	Utah	147 sq. miles	2003	Oct	229992	2458792
Zion NP	Utah	147 sq. miles	2003	Nov	119860	2458792
Zion NP	Utah	147 sq. miles	2003	Dec	75414	2458792
Zion NP	Utah	147 sq. miles	2004	Jan	67913	2677342
Zion NP	Utah	147 sq. miles	2004	Feb	81970	2677342
Zion NP	Utah	147 sq. miles	2004	Mar	190919	2677342
Zion NP	Utah	147 sq. miles	2004	Apr	297906	2677342
Zion NP	Utah	147 sq. miles	2004	May	295304	2677342
Zion NP	Utah	147 sq. miles	2004	Jun	326499	2677342
Zion NP	Utah	147 sq. miles	2004	Jul	337145	2677342
Zion NP	Utah	147 sq. miles	2004	Aug	338899	2677342
Zion NP	Utah	147 sq. miles	2004	Sep	323156	2677342
Zion NP	Utah	147 sq. miles	2004	Oct	227332	2677342
Zion NP	Utah	147 sq. miles	2004	Nov	113626	2677342
Zion NP	Utah	147 sq. miles	2004	Dec	76673	2677342
Zion NP	Utah	147 sq. miles	2005	Jan	63566	2586665
Zion NP	Utah	147 sq. miles	2005	Feb	70260	2586665
Zion NP	Utah	147 sq. miles	2005	Mar	195530	2586665
Zion NP	Utah	147 sq. miles	2005	Apr	230366	2586665
Zion NP	Utah	147 sq. miles	2005	May	283547	2586665
Zion NP	Utah	147 sq. miles	2005	Jun	339849	2586665
Zion NP	Utah	147 sq. miles	2005	Jul	347745	2586665
Zion NP	Utah	147 sq. miles	2005	Aug	340826	2586665
Zion NP	Utah	147 sq. miles	2005	Sep	298465	2586665
Zion NP	Utah	147 sq. miles	2005	Oct	227570	2586665
Zion NP	Utah	147 sq. miles	2005	Nov	118083	2586665
Zion NP	Utah	147 sq. miles	2005	Dec	70858	2586665
Zion NP	Utah	147 sq. miles	2006	Jan	71680	2567350
Zion NP	Utah	147 sq. miles	2006	Feb	70170	2567350
Zion NP	Utah	147 sq. miles	2006	Mar	144186	2567350
Zion NP	Utah	147 sq. miles	2006	Apr	264821	2567350
Zion NP	Utah	147 sq. miles	2006	May	277849	2567350
Zion NP	Utah	147 sq. miles	2006	Jun	325124	2567350
Zion NP	Utah	147 sq. miles	2006	Jul	347105	2567350
Zion NP	Utah	147 sq. miles	2006	Aug	337212	2567350
Zion NP	Utah	147 sq. miles	2006	Sep	298587	2567350
Zion NP	Utah	147 sq. miles	2006	Oct	235952	2567350
Zion NP	Utah	147 sq. miles	2006	Nov	128339	2567350
Zion NP	Utah	147 sq. miles	2006	Dec	66325	2567350
Zion NP	Utah	147 sq. miles	2007	Jan	68640	2657281
Zion NP	Utah	147 sq. miles	2007	Feb	71530	2657281
Zion NP	Utah	147 sq. miles	2007	Mar	176622	2657281
Zion NP	Utah	147 sq. miles	2007	Apr	286701	2657281
Zion NP	Utah	147 sq. miles	2007	May	281149	2657281
Zion NP	Utah	147 sq. miles	2007	Jun	333005	2657281
Zion NP	Utah	147 sq. miles	2007	Jul	338116	2657281
Zion NP	Utah	147 sq. miles	2007	Aug	337824	2657281
Zion NP	Utah	147 sq. miles	2007	Sep	314290	2657281
Zion NP	Utah	147 sq. miles	2007	Oct	253572	2657281
Zion NP	Utah	147 sq. miles	2007	Nov	129962	2657281
Zion NP	Utah	147 sq. miles	2007	Dec	65870	2657281
Zion NP	Utah	147 sq. miles	2008	Jan	56137	2690154
Zion NP	Utah	147 sq. miles	2008	Feb	62044	2690154
Zion NP	Utah	147 sq. miles	2008	Mar	187814	2690154
Zion NP	Utah	147 sq. miles	2008	Apr	242778	2690154
Zion NP	Utah	147 sq. miles	2008	May	302002	2690154
Zion NP	Utah	147 sq. miles	2008	Jun	354527	2690154
Zion NP	Utah	147 sq. miles	2008	Jul	360046	2690154
Zion NP	Utah	147 sq. miles	2008	Aug	368739	2690154
Zion NP	Utah	147 sq. miles	2008	Sep	312606	2690154
Zion NP	Utah	147 sq. miles	2008	Oct	254187	2690154
Zion NP	Utah	147 sq. miles	2008	Nov	126588	2690154
Zion NP	Utah	147 sq. miles	2008	Dec	62686	2690154
Zion NP	Utah	147 sq. miles	2009	Jan	60204	2735402
Zion NP	Utah	147 sq. miles	2009	Feb	62964	2735402
Zion NP	Utah	147 sq. miles	2009	Mar	167246	2735402
Zion NP	Utah	147 sq. miles	2009	Apr	271709	2735402
Zion NP	Utah	147 sq. miles	2009	May	296330	2735402
Zion NP	Utah	147 sq. miles	2009	Jun	366004	2735402
Zion NP	Utah	147 sq. miles	2009	Jul	368933	2735402
Zion NP	Utah	147 sq. miles	2009	Aug	372157	2735402
Zion NP	Utah	147 sq. miles	2009	Sep	306161	2735402
Zion NP	Utah	147 sq. miles	2009	Oct	265095	2735402
Zion NP	Utah	147 sq. miles	2009	Nov	132998	2735402
Zion NP	Utah	147 sq. miles	2009	Dec	65601	2735402
Zion NP	Utah	147 sq. miles	2010	Jan	54928	2665972
Zion NP	Utah	147 sq. miles	2010	Feb	62099	2665972
Zion NP	Utah	147 sq. miles	2010	Mar	171079	2665972
Zion NP	Utah	147 sq. miles	2010	Apr	277599	2665972
Zion NP	Utah	147 sq. miles	2010	May	304278	2665972
Zion NP	Utah	147 sq. miles	2010	Jun	331185	2665972
Zion NP	Utah	147 sq. miles	2010	Jul	362881	2665972
Zion NP	Utah	147 sq. miles	2010	Aug	332796	2665972
